用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,期望退休后的月开销,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,住房固定支出消费,家庭公共事业消费,家居家装消费,日用杂货消费,家庭服务消费,餐饮食品消费,日常通勤消费,私家车消费消费,长途差旅消费,服饰鞋履消费,美妆护肤消费,文娱消费,运动健身消费,兴趣爱好消费,教育培训消费,书籍文具消费,求医问药消费,保健养生消费,电子设备与通信消费,礼品礼金消费,公益慈善消费,意外杂项消费,保险消费,投资理财消费,贷款利息消费
U000316,60,女,上海,企业管理,博士,未婚,17233.43,19019.34,855.37,37108.14000000001,26902.15,0.28,488524.1,1350129.41,197300.6,1846641.75,3882595.86,2675777.55,61488.13,988844.92,156485.26,1206818.31,0.31,162051.9,38,1850.87,11662.02,1321552.95,平衡,67,4314167.01,0.032,0.061,9593,一般,0,0.47,11,15,0.75,66.18,1016.35,1602.85,136.38,487.48,425.5,943.91,233.34,829.73,1703.97,439.48,1963.47,4046.18,91.02,215.35,2437.49,2579.16,83.44,12.26,142.57,4483.75,161.06,566.7,1531.16,16.73,752.81
U000317,63,女,深圳,退休人员,博士,未婚,1148.97,5522.89,8690.55,15362.41,10194.67,0.34,586214.51,609642.41,308974.65,148739.02,1653570.5899999999,1438787.04,20142.6,57752.67,136888.28,214783.55,0.13,172114.06,37,47600.17,21527.56,455904.84,稳健,70,4963870.12,0.059,0.061,8577,良,11,0.53,1,7,0.54,35.04,674.39,651.59,145.47,20.58,305.81,198.32,961.74,936.12,354.8,541.89,538.57,1019.85,321.51,187.19,178.9,446.36,346.43,336.99,55.52,736.68,139.71,127.43,309.27,150.17,509.37
U000318,31,男,杭州,科研人员,硕士,未婚,12936.4,8319.39,6418.87,27674.66,28724.26,-0.04,87278.48,832678.38,394082.23,1004957.36,2318996.4499999997,1201180.71,45711.41,977967.32,94137.01,1117815.74,0.48,194700.24,9,4673.61,10791.25,581745.27,保守,59,4603426.97,0.011,0.097,9250,良,25,0.35,32,11,0.96,54.62,978.05,1264.54,373.54,277.91,3486.02,933.43,871.9,59.52,1131.11,1325.96,1343.25,2015.15,320.71,477.08,2732.27,4826.89,239.82,1130.05,395.62,101.69,646.37,254.62,2031.49,1252.37,254.9
U000319,45,男,天津,科研人员,硕士,已婚,18157.91,10964.66,4180.8,33303.37,32188.47,0.03,635696.31,1715208.3,25715.75,1416987.48,3793607.8400000003,3004822.45,73422.73,661526.12,53836.54,788785.39,0.21,167201.79,9,136660.43,11010.93,1598011.91,积极,66,1539008.16,0.026,0.118,8992,差,22,0.29,13,11,0.36,66.43,1377.68,593.36,142.29,394.62,325.91,873.95,1679.81,479.11,19.0,1144.76,1456.13,5152.09,1392.79,996.66,1332.73,4113.9,2757.18,610.2,423.69,476.62,1098.25,2131.91,1094.46,109.83,2011.55
U000320,28,女,北京,市场营销,大专,未婚,10070.07,4898.88,1818.53,16787.48,15730.75,0.06,386223.54,1453309.59,397927.97,170785.9,2408247.0,2213037.06,12504.19,81700.56,101005.19,195209.94,0.08,29679.72,3,94894.46,21943.12,1799744.94,稳健,69,569805.13,0.016,0.076,12688,差,17,0.67,30,3,0.39,32.21,214.08,683.37,348.35,1377.55,1168.65,466.86,736.63,1345.78,428.82,235.38,877.57,155.68,308.1,1257.65,807.3,323.95,151.42,275.6,209.34,121.32,851.83,181.92,379.22,305.37,2519.02
U000321,61,女,苏州,退休人员,硕士,离异,1045.39,4828.7,2933.92,8808.01,6768.11,0.23,750491.18,1363393.95,304378.72,323315.37,2741579.2199999997,2322590.78,124214.89,110628.81,184144.74,418988.44,0.15,189983.81,26,94624.8,28368.71,871380.29,积极,69,3650511.62,0.047,0.103,6667,良,18,0.83,16,2,0.41,30.51,347.94,356.22,211.31,220.17,21.59,283.04,273.65,63.08,42.7,51.37,41.48,366.41,85.19,112.78,74.24,1233.03,750.99,102.04,154.55,91.75,263.66,7.71,433.37,288.41,891.45
U000322,45,女,西安,自由职业,大专,离异,16432.96,18895.36,968.99,36297.31,27174.86,0.25,255837.91,1833426.85,448650.81,1739484.62,4277400.1899999995,3454636.72,118169.16,640034.3,64560.01,822763.4700000001,0.19,63715.66,5,143027.05,1404.8,1890105.32,平衡,61,2437419.44,0.024,0.113,7520,优,10,0.18,9,5,0.38,47.8,1919.61,1848.76,160.18,598.69,219.63,346.19,359.74,956.7,624.12,3475.35,159.08,4283.73,308.74,1745.4,487.45,181.83,2297.54,435.0,1266.37,984.1,751.5,806.4,1551.58,108.18,1299.01
U000323,60,女,深圳,退休人员,本科,未婚,310.26,16775.8,7548.65,24634.71,15117.71,0.39,812287.17,3839426.81,269914.87,2396976.01,7318604.86,6063559.59,1133.07,1248756.74,5155.46,1255045.27,0.17,40628.19,36,63975.38,16903.34,252357.41,稳健,68,1827237.12,0.015,0.102,9729,优,3,0.46,13,15,0.48,86.19,347.39,99.02,475.13,90.95,435.24,969.57,200.84,440.62,3247.15,780.1,1237.67,360.24,981.76,27.8,88.16,152.59,345.59,1256.52,285.74,714.67,830.57,593.14,297.12,578.47,281.64
U000324,34,女,厦门,公务员,大专,已婚,12648.45,5522.16,6306.24,24476.85,20962.51,0.14,497309.17,1908386.46,157404.96,2774189.94,5337290.529999999,3728760.49,51138.56,1398552.0,158839.48,1608530.04,0.3,63505.44,8,99169.56,26502.72,71272.37,保守,55,1606611.79,0.039,0.112,6587,良,7,0.64,16,15,0.41,82.9,3924.76,108.2,59.73,1676.81,285.79,835.72,317.37,395.07,241.78,334.18,420.63,1013.72,569.91,2286.55,34.03,556.24,698.06,2010.96,40.1,677.81,1528.48,220.31,1662.28,15.29,1048.73
U000325,19,女,深圳,学生,大专,丧偶,916.83,3549.95,77.63,4544.41,4289.88,0.06,300555.33,1230501.45,117357.89,174351.89,1822766.56,1409641.01,46680.58,190867.04,175577.93,413125.55,0.23,0.0,0,0.0,12598.7,1260055.0,平衡,66,2945359.92,0.025,0.073,9741,优,30,0.8,18,13,0.98,51.15,9.62,529.55,133.15,6.17,245.29,137.77,27.82,50.53,13.97,178.95,203.87,147.67,355.98,413.5,200.35,2.69,248.98,113.42,174.69,219.43,90.34,521.79,30.14,233.28,0.92
U000326,32,女,重庆,个体商户,大专,已婚,16012.44,2561.16,8821.71,27395.309999999998,27944.87,-0.02,535685.72,1562752.86,343610.97,86887.64,2528937.19,2005536.94,30543.32,322659.26,170197.67,523400.25,0.21,81801.16,8,115769.8,7743.52,635236.72,激进,67,4140637.45,0.031,0.076,14380,良,1,0.31,14,10,0.75,32.97,165.96,138.63,563.13,650.37,335.37,1223.35,813.51,48.35,535.57,2312.48,1627.23,1794.51,1665.47,517.94,145.99,442.32,2478.65,5472.93,946.84,13.55,209.8,540.54,1201.61,108.55,3992.22
U000327,47,男,北京,制造业工人,高中,未婚,19544.24,12215.03,1292.15,33051.420000000006,28750.89,0.13,731714.49,70744.27,189594.06,2341300.58,3333353.4000000004,2603106.38,47993.48,529050.95,153202.59,730247.0199999999,0.22,12692.96,1,77797.35,12347.53,396879.63,激进,60,4271670.74,0.03,0.103,12426,优,9,0.74,11,10,0.59,65.94,1564.19,1036.55,1094.71,1128.61,1100.49,896.15,4774.62,1463.75,1666.44,2287.33,269.78,97.21,732.52,801.61,1962.79,651.54,939.61,831.71,43.26,1060.8,1955.41,190.36,1002.1,1000.13,199.2
U000328,43,女,青岛,程序员,硕士,未婚,15898.83,3138.91,3014.66,22052.399999999998,15767.52,0.28,563860.49,779022.53,136229.12,370928.49,1850040.6300000001,734256.76,106631.29,982913.94,26238.64,1115783.8699999999,0.6,148105.15,8,129297.55,2517.74,1009019.33,平衡,68,590693.8,0.047,0.093,7081,一般,29,0.22,18,12,0.44,69.37,2246.34,287.15,148.06,107.84,632.03,539.51,591.95,52.86,1285.35,282.95,215.74,356.1,283.71,1143.07,1519.94,207.51,1144.58,872.84,1532.63,161.84,493.66,184.17,997.21,3.06,477.42
U000329,37,女,杭州,自由职业,高中,未婚,11585.35,19385.25,5762.01,36732.61,28955.96,0.21,287788.16,633420.93,203165.36,835673.7,1960048.1500000001,769141.81,35268.45,1054319.19,101318.7,1190906.3399999999,0.61,76481.67,15,109133.62,29590.32,1525400.77,激进,58,2535216.59,0.039,0.061,11250,良,24,0.29,23,15,0.69,71.78,2785.3,1372.23,2802.0,448.87,1070.46,874.58,17.11,1188.51,1582.18,1309.03,1946.68,1237.19,100.9,180.82,1325.44,469.64,121.22,819.97,1180.33,582.17,1861.45,1507.52,591.06,2053.45,1527.85
U000330,33,男,深圳,制造业工人,硕士,未婚,11140.75,4999.38,1413.31,17553.440000000002,15942.81,0.09,298314.23,1916035.9,283319.6,697289.27,3194959.0,2665612.86,89019.38,378035.77,62290.99,529346.14,0.17,67573.7,2,5476.46,20601.03,1197460.18,积极,55,1706652.03,0.02,0.094,11192,良,15,0.54,20,7,0.53,76.08,512.84,7.29,758.55,300.06,1818.05,1083.79,563.63,184.86,144.92,264.7,411.81,223.33,460.23,115.0,2419.77,72.65,1709.62,1557.63,474.06,821.06,364.38,632.56,264.89,227.95,549.19
U000331,48,女,郑州,市场营销,博士,离异,25732.38,14962.98,1661.97,42357.33,34682.21,0.18,758094.69,132810.62,212091.11,512166.26,1615162.68,617313.49,117260.43,730790.07,149798.69,997849.19,0.62,109417.01,12,1388.78,4044.86,1991488.63,积极,63,2851160.46,0.041,0.082,8602,差,20,0.23,9,6,0.86,91.88,734.87,140.84,86.3,469.81,124.0,176.1,2694.21,63.73,1728.95,511.47,3298.41,1066.54,586.13,1171.8,773.42,1335.33,195.51,9331.78,890.99,688.01,1990.76,727.13,2879.27,973.41,2043.47
U000332,31,女,厦门,个体商户,硕士,离异,14008.76,14402.61,8523.96,36935.33,24660.6,0.33,319870.86,2114990.44,4910.59,1248908.83,3688680.7199999997,3375874.37,16839.1,100572.02,195395.23,312806.35,0.08,62368.1,3,29890.15,2749.74,917187.16,平衡,58,774985.05,0.033,0.069,6892,差,11,0.61,14,11,0.74,90.31,1663.9,1183.07,211.5,139.57,338.03,3318.45,263.89,541.46,27.1,450.04,753.05,2720.68,646.5,1520.12,704.24,37.02,336.36,761.87,2673.93,1742.44,230.47,221.02,199.69,2273.67,1702.55
U000333,64,男,青岛,退休人员,高中,未婚,989.05,1549.52,1524.22,4062.79,3921.93,0.03,263186.4,1104337.99,51161.06,2390653.44,3809338.89,2489682.9,104542.44,1149081.51,66032.04,1319655.99,0.35,154395.74,37,90716.28,37893.03,1474531.05,稳健,70,1441880.2,0.01,0.074,10210,差,6,0.17,19,4,0.4,60.91,111.48,52.19,125.59,5.53,25.24,388.75,248.78,98.17,130.02,82.51,241.11,273.84,257.33,229.01,40.86,73.66,113.33,71.73,251.14,71.35,26.57,90.94,697.89,45.72,169.15
U000334,33,女,苏州,公务员,本科,丧偶,18659.21,6051.17,7600.07,32310.449999999997,23276.01,0.28,247745.4,2050887.0,353122.3,1064974.9,3716729.5999999996,3128348.45,97283.33,475457.89,15639.93,588381.15,0.16,121076.2,3,143304.02,28270.15,1667209.87,稳健,59,4279442.47,0.038,0.089,9698,良,25,0.3,7,13,0.76,41.57,76.69,696.63,1260.88,749.47,2140.89,354.98,93.9,2870.84,494.61,894.2,1634.62,408.1,1311.0,151.48,358.43,162.73,1735.6,262.19,1315.56,2987.64,781.06,808.44,643.45,410.53,672.08
U000335,28,男,上海,个体商户,本科,未婚,14074.28,19908.77,391.67,34374.72,26829.32,0.22,113035.39,1406852.18,164225.77,455520.38,2139633.7199999997,1939400.6,97075.55,100558.67,2598.9,200233.12,0.09,54605.57,5,41242.71,13596.07,87834.78,激进,63,1733782.24,0.013,0.094,14673,良,0,0.79,30,14,0.64,60.77,1748.28,1940.43,556.55,945.17,1988.97,440.37,2879.61,474.2,810.79,1091.52,2653.5,247.5,1209.51,649.05,275.91,1322.34,708.85,954.31,344.02,579.09,847.53,457.93,195.08,2876.8,632.0
U000336,48,男,武汉,医生,博士,已婚,17700.33,1656.49,8340.64,27697.460000000003,18272.39,0.34,345834.84,2416008.96,157118.28,2573670.91,5492632.99,4042236.34,40511.81,1278863.8,131021.04,1450396.6500000001,0.26,147490.73,10,125591.03,29179.11,632960.57,平衡,60,4575761.37,0.039,0.117,11989,优,16,0.11,12,13,0.89,73.53,408.47,338.49,403.4,406.05,606.18,604.98,530.42,111.7,528.77,142.93,104.03,2081.5,716.58,831.21,396.44,1849.18,783.84,1131.16,354.73,2483.78,1325.05,1484.32,145.81,243.84,259.51
U000337,26,男,西安,自由职业,本科,已婚,15264.62,12170.58,1377.43,28812.63,23183.38,0.2,355767.84,1936885.27,470544.97,155582.26,2918780.34,2744809.91,57177.06,23542.91,93250.46,173970.43,0.06,167221.13,0,84928.39,12871.55,232523.38,稳健,57,1321254.37,0.014,0.079,5747,一般,20,0.87,10,0,0.45,54.34,66.94,270.72,188.59,223.1,1352.56,700.39,4.89,474.42,443.23,102.32,953.56,1024.22,1079.34,1102.62,0.04,2602.77,1423.54,1981.82,13.34,2297.08,1403.66,1535.37,82.83,1135.35,2720.67
U000338,22,女,广州,学生,博士,已婚,210.64,1577.7,451.92,2240.26,1555.02,0.31,459455.66,371935.38,147466.17,348779.08,1327636.29,1089052.69,24867.24,97977.13,115739.23,238583.6,0.18,0.0,0,0.0,18275.26,340949.28,平衡,67,1200669.02,0.038,0.12,11518,良,13,0.38,18,6,0.54,92.95,49.63,170.96,34.35,53.69,37.98,158.56,4.65,40.83,68.18,92.16,51.35,140.67,167.15,3.9,30.22,1.39,23.46,45.19,141.89,110.05,8.01,5.73,52.24,44.59,18.19
U000339,36,女,长沙,教师,硕士,已婚,17914.89,10340.6,6311.14,34566.63,28953.18,0.16,308382.94,904374.68,281884.71,1974914.42,3469556.75,2855120.55,109955.54,483558.07,20922.59,614436.2,0.18,71776.83,14,1184.75,12979.36,669424.96,平衡,58,1342001.83,0.028,0.07,9342,一般,17,0.25,1,14,0.87,59.67,1949.69,943.74,191.0,3841.49,884.09,1936.81,668.29,27.84,154.74,1001.37,1710.4,595.27,1736.65,1751.83,1777.74,990.69,3598.44,981.15,873.87,324.78,537.0,63.18,1466.17,417.32,529.64
U000340,43,女,苏州,科研人员,硕士,已婚,15922.58,8023.06,401.29,24346.93,25917.18,-0.06,171041.23,2944476.5,463443.21,323565.95,3902526.89,3325066.2,57921.62,404041.47,115497.6,577460.69,0.15,118615.21,5,76830.65,30345.43,1773190.49,积极,61,4781722.47,0.038,0.068,12331,优,21,0.37,1,2,0.52,79.78,711.13,497.6,332.29,2675.28,249.27,1084.96,1268.73,2086.36,1799.94,2986.6,82.15,630.87,589.76,283.21,612.44,665.17,1323.99,1955.32,860.91,2280.64,735.15,615.23,1397.93,43.07,149.2
U000341,39,女,青岛,医生,本科,丧偶,17705.99,6025.65,803.75,24535.39,17618.66,0.28,140292.17,265992.34,122366.26,2054140.73,2582791.5,1817690.41,108245.55,561386.72,95468.82,765101.0900000001,0.3,68942.37,15,82474.36,12491.3,424983.75,激进,70,3507965.83,0.052,0.102,11880,差,24,0.83,24,4,0.52,90.79,57.02,1157.49,814.5,583.45,1060.81,319.95,154.75,443.43,491.91,477.68,514.56,1835.65,1437.11,1288.72,999.08,1775.14,64.08,190.39,422.31,1158.36,434.81,851.93,92.47,179.79,813.29
U000342,41,男,南京,金融分析师,硕士,已婚,15847.0,13397.53,9702.26,38946.79,23891.84,0.39,628767.57,543388.1,117578.79,1086841.32,2376575.7800000003,2188162.25,66192.18,2387.31,119834.04,188413.52999999997,0.08,79636.15,2,96836.59,4459.98,375941.1,稳健,61,1858720.63,0.015,0.083,7524,差,5,0.44,9,9,0.57,83.38,442.47,314.53,440.12,1259.43,468.79,828.24,107.62,1671.1,472.1,1068.83,1321.06,240.51,2207.9,978.93,572.3,205.77,2915.77,1437.97,238.4,421.19,1695.81,1216.05,1483.7,594.87,1288.41
U000343,37,女,福州,金融分析师,硕士,未婚,11542.41,16124.58,3462.87,31129.859999999997,30081.88,0.03,439431.96,1152749.62,403457.81,482651.34,2478290.73,1564611.65,15963.7,760455.65,137259.73,913679.08,0.37,2317.73,12,63368.56,1695.3,849962.4,稳健,58,3216362.21,0.05,0.087,11156,优,11,0.72,21,11,0.38,41.62,3217.4,320.8,533.02,966.75,672.59,1599.3,1237.19,51.81,5564.14,1204.02,1720.18,908.44,1673.2,102.82,368.56,1803.4,194.25,70.27,1338.38,1556.62,153.11,1661.64,1001.21,633.2,1529.6
U000344,35,男,福州,自由职业,硕士,已婚,13483.53,3952.26,8128.35,25564.14,24639.09,0.04,295743.09,133494.9,140856.98,364654.34,934749.31,147505.37,58754.57,550656.18,177833.19,787243.94,0.84,137277.53,4,63855.38,20587.39,1533667.5,稳健,55,2942368.24,0.019,0.081,9599,优,0,0.46,19,1,0.72,53.22,244.13,379.52,796.39,857.89,1853.9,1773.95,985.69,1718.02,241.01,58.14,2341.6,88.93,320.67,1345.36,596.22,2365.87,400.49,13.52,404.81,976.82,533.74,866.47,2368.47,2757.46,350.02
U000345,38,女,广州,个体商户,硕士,未婚,22466.37,2892.89,4934.5,30293.76,31698.13,-0.05,234862.67,1328289.54,308620.57,2756325.4,4628098.18,2951750.44,113851.14,1398399.47,164097.13,1676347.7399999998,0.36,113813.66,1,11480.42,11705.77,293500.89,稳健,58,2218608.48,0.059,0.065,14968,一般,29,0.61,19,13,0.58,41.96,11092.15,452.22,2187.2,800.04,13.72,15.66,1039.91,1128.95,38.46,1956.57,586.55,1382.76,603.13,308.12,880.89,445.32,1289.35,373.48,1196.37,288.5,1872.84,2362.35,197.08,1062.66,123.85
U000346,65,女,西安,退休人员,高中,离异,1281.37,4875.05,7989.54,14145.96,11134.54,0.21,449272.48,3233055.94,218472.82,2240609.38,6141410.619999999,5451746.35,140095.62,415280.72,134287.93,689664.27,0.11,120924.51,11,101731.24,10770.84,814365.58,激进,70,4019227.59,0.043,0.076,10894,差,14,0.58,20,10,0.37,44.61,149.55,365.26,354.89,1257.36,387.9,425.99,250.13,1450.12,731.23,163.66,905.5,275.82,859.19,843.03,101.95,588.23,167.24,171.97,171.18,629.75,127.18,0.44,611.76,91.44,53.75
U000347,45,女,苏州,公务员,高中,已婚,15149.67,10829.16,4756.03,30734.86,27010.67,0.12,257213.04,1038839.12,411314.35,455335.88,2162702.3899999997,1188182.51,119609.84,748461.97,106448.07,974519.8799999999,0.45,34002.68,12,38353.89,1080.93,1704583.36,激进,57,3341228.29,0.038,0.081,10006,良,6,0.7,16,11,0.51,78.81,44.06,3407.49,1216.74,377.27,370.87,575.21,951.12,152.95,202.37,1896.22,286.12,462.29,1981.23,1051.58,404.08,1112.42,19.21,1285.79,645.1,1621.3,2989.24,2513.53,2319.25,693.69,431.52
U000348,45,女,天津,企业管理,高中,离异,12956.01,8307.86,7649.4,28913.270000000004,28210.51,0.02,212915.76,2418169.06,494840.12,1125853.01,4251777.95,3419107.88,75262.98,567643.27,189763.82,832670.0700000001,0.2,24698.8,12,32745.81,33236.39,1141490.03,激进,60,4392019.8,0.048,0.119,9928,差,12,0.54,11,6,0.59,68.95,1359.97,2502.09,269.37,2907.75,1961.08,4479.29,2465.17,381.46,130.09,138.29,399.81,1106.23,1894.76,2665.83,1135.4,6.56,239.49,122.03,524.42,808.25,51.53,497.65,229.34,1209.71,724.94
U000349,32,男,成都,金融分析师,博士,丧偶,6078.56,15136.56,2862.83,24077.949999999997,25577.41,-0.06,97320.04,2270688.93,200027.18,10012.14,2578048.2900000005,1207803.05,94604.76,1144402.36,131238.12,1370245.2400000002,0.53,136670.36,1,57503.01,19331.89,1948494.78,保守,68,1349937.31,0.011,0.073,15174,一般,19,0.6,5,13,0.96,51.13,296.92,893.01,1635.9,999.61,3249.23,583.14,765.23,113.85,1153.4,417.58,214.61,965.95,933.43,96.92,1471.52,1200.71,257.33,778.49,1564.96,925.9,618.23,477.93,1157.79,3437.52,1368.25
U000350,24,男,苏州,市场营销,高中,未婚,12261.14,2556.68,386.06,15203.88,16064.47,-0.06,247195.2,1590732.24,119657.66,236084.45,2193669.55,2057328.81,69853.67,39957.06,26530.01,136340.74,0.06,12962.56,0,0.0,12544.08,490093.94,保守,69,4953709.98,0.05,0.118,6459,差,16,0.61,38,10,0.91,89.08,378.71,1358.42,60.86,2759.18,1826.09,49.99,1661.69,276.73,1142.32,332.4,356.56,616.89,913.47,21.08,551.59,126.77,260.41,262.3,388.31,249.43,69.66,96.53,20.86,389.68,1894.54
U000351,53,男,成都,企业管理,本科,丧偶,20984.77,1407.31,4170.9,26562.980000000003,19391.36,0.27,594260.56,441584.21,388298.26,1941268.02,3365411.05,3150338.7,83330.65,35580.19,96161.51,215072.34999999998,0.06,145206.35,18,121749.36,29736.25,1450301.08,平衡,58,2135179.7,0.046,0.091,11253,良,20,0.45,3,3,0.4,47.06,1742.5,112.41,698.53,1187.24,878.63,1777.84,74.57,1166.49,759.1,473.86,413.47,964.03,2203.22,681.46,1731.06,511.38,107.38,63.1,52.39,475.44,408.9,1258.12,1349.93,51.88,248.42
U000352,63,女,杭州,退休人员,大专,已婚,145.69,12840.71,740.7,13727.1,14407.93,-0.05,457166.55,1015623.04,129999.78,885876.21,2488665.58,1089430.05,78262.28,1181060.92,139912.33,1399235.53,0.56,113646.24,38,5361.7,5446.82,1043558.59,激进,68,1494596.93,0.029,0.082,8502,一般,9,0.35,5,9,0.63,58.59,635.71,125.09,115.25,2307.05,1306.88,159.69,418.22,352.21,1254.6,572.05,109.63,1076.49,405.25,244.49,377.32,551.93,336.8,221.96,407.4,15.52,1186.6,150.24,35.98,849.88,1191.69
U000353,50,女,西安,科研人员,本科,已婚,17915.35,4558.36,8509.19,30982.9,27624.82,0.11,118690.69,42233.51,182080.9,1525774.68,1868779.7799999998,867623.09,130534.88,775226.94,95394.87,1001156.69,0.54,180000.8,11,96577.73,20549.74,1002190.58,稳健,66,2200904.34,0.056,0.099,7912,良,16,0.49,15,12,0.31,91.55,1409.08,1268.37,298.08,2464.24,116.22,4276.75,2074.8,1227.69,2944.52,1350.86,222.76,615.39,78.22,520.56,1426.78,515.02,422.7,953.9,2169.1,51.4,513.35,181.62,1253.18,117.81,1152.43
U000354,27,女,成都,科研人员,大专,已婚,17492.98,3938.84,997.58,22429.4,19843.38,0.12,364022.85,28671.85,373128.29,409448.24,1175271.23,765449.45,81919.28,179626.93,148275.57,409821.78,0.35,72712.07,0,59773.68,2777.4,659030.16,积极,57,1721631.02,0.058,0.111,8598,良,17,0.8,3,14,0.7,46.12,232.58,2888.36,19.61,603.87,22.93,693.0,729.06,406.99,148.64,495.19,1169.8,1599.25,793.42,934.54,234.8,355.21,185.2,300.69,267.14,768.46,867.34,3040.49,228.21,1076.23,1782.36
U000355,22,男,苏州,学生,大专,丧偶,137.04,950.07,1661.38,2748.4900000000002,1736.59,0.37,469629.47,1097371.17,30432.56,113793.12,1711226.3199999998,1447064.3,55053.67,116254.09,92854.26,264162.02,0.15,0.0,0,0.0,16861.89,392851.66,保守,58,2488541.32,0.034,0.066,8407,一般,18,0.27,31,9,0.7,67.81,3.92,35.72,133.78,4.77,24.26,120.06,149.59,59.55,117.38,48.12,17.08,49.77,85.02,289.87,6.98,69.4,39.09,69.58,2.38,36.8,168.0,79.13,58.7,32.95,34.68
U000356,55,女,福州,自由职业,大专,已婚,20184.87,9852.1,1765.32,31802.29,27147.91,0.15,437070.2,3567883.87,149818.63,2601782.9,6756555.6,6191526.7,39843.52,412932.52,112252.86,565028.9,0.08,61760.8,28,16720.51,27616.35,364360.56,保守,60,1936433.97,0.059,0.088,9336,良,5,0.24,13,9,0.37,86.03,2095.63,3967.43,670.29,580.2,2175.86,646.24,932.16,304.82,1579.48,881.38,1921.96,1761.53,281.01,1459.75,1868.61,493.14,219.95,3.06,695.9,504.42,939.67,241.81,2279.57,346.02,298.03
U000357,34,女,杭州,自由职业,本科,离异,14156.39,6400.32,5304.0,25860.71,16847.18,0.35,192039.31,1645722.06,285504.21,463792.95,2587058.5300000003,1261846.48,18453.75,1149596.07,157162.23,1325212.05,0.51,170471.46,9,99388.61,9835.57,1032932.59,平衡,70,3440707.83,0.049,0.107,8000,一般,8,0.28,16,15,0.95,84.24,256.12,150.13,1023.2,1186.74,500.92,1010.76,1074.93,120.14,2733.95,1388.95,184.67,166.3,108.41,120.23,1113.21,511.99,1233.15,1107.12,749.06,936.06,14.96,301.63,819.88,7.58,27.07
U000358,32,男,成都,制造业工人,本科,丧偶,3596.74,7870.84,4171.24,15638.82,15343.42,0.02,250530.29,2518567.88,176805.98,2416112.27,5362016.42,4096399.22,111148.38,1150572.9,3895.92,1265617.1999999997,0.24,140867.78,3,99308.19,7575.51,1665103.47,激进,55,1948306.08,0.05,0.08,13222,差,17,0.69,13,14,0.9,36.94,574.76,153.85,581.02,784.45,182.81,18.31,1346.87,211.23,56.17,337.74,729.89,125.01,156.66,138.7,2388.79,109.71,427.49,1294.01,79.26,1763.78,1469.97,1077.15,120.48,501.51,713.82
U000359,56,女,合肥,科研人员,博士,离异,17057.8,7801.26,9597.32,34456.38,32845.35,0.05,214867.67,3750330.95,293057.18,177950.47,4436206.27,3805498.67,9090.56,514037.9,107579.14,630707.6,0.14,87624.87,18,16654.62,4941.68,1499652.42,激进,66,4897304.41,0.047,0.109,7632,一般,4,0.57,18,6,0.69,58.49,716.36,2067.6,818.63,1009.73,6979.88,666.92,1251.17,595.13,653.21,1557.56,3638.47,1023.49,1915.27,122.35,310.57,913.18,26.47,381.68,953.97,19.74,402.33,944.85,1114.69,3404.81,1357.31
U000360,38,男,合肥,教师,硕士,未婚,19135.26,17414.51,6992.51,43542.28,42215.51,0.03,650896.09,1047565.88,386351.49,2241819.6,4326633.0600000005,3772129.49,27066.41,481900.7,45536.46,554503.57,0.13,72440.76,6,101650.32,22107.49,510715.55,激进,55,1131214.71,0.042,0.086,9566,一般,25,0.49,3,1,0.94,63.3,3794.59,2188.45,317.83,199.72,1604.31,1168.89,2220.52,1912.02,1397.74,6119.07,1086.25,170.95,2509.3,413.25,2139.12,4485.0,1699.61,1290.95,878.62,645.47,620.14,1440.8,1981.69,1616.24,314.98
U000361,53,女,北京,自由职业,硕士,离异,23003.55,11496.31,6343.74,40843.6,39504.62,0.03,469204.65,3555930.51,390294.11,1595287.31,6010716.58,4599141.33,124580.19,1269449.01,17546.05,1411575.25,0.23,184499.38,12,112786.1,27539.44,861893.46,保守,62,2595718.25,0.054,0.12,10004,差,4,0.62,2,5,0.75,52.09,871.89,1671.46,1227.03,596.8,2559.09,201.09,6129.1,143.42,17.07,2502.09,318.48,1482.84,1888.48,2220.37,5416.71,394.67,1404.05,138.99,591.95,2135.12,519.5,1013.64,794.25,1176.91,4089.61
